Coll_Dt,Matrix_Type,Point,Value
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Trinity Tray                  ,Point_A,1.67      
2024-04-29,Trinity Tray                  ,Point_A,1.84      
2024-04-29,Trinity Tray                  ,Point_A,1.80      
2024-04-29,Trinity Tray                  ,Point_A,1.56      
2024-04-29,Trinity Tray                  ,Point_A,1.66      
2024-04-29,Trinity Tray                  ,Point_A,1.63      
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Inner Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-29,MOPS Outer Pouch              ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-30,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-28,Tyvek Pouches                 ,Point_A,          
2024-04-29,DBX Inner Tray                ,Point_A,6.85      
2024-04-29,DBX Inner Tray                ,Point_A,6.35      
2024-04-29,DBX Inner Tray                ,Point_A,6.20      
2024-04-29,DBX Outer Tray                ,Point_A,5.94      
2024-04-29,DBX Outer Tray                ,Point_A,5.81      
2024-04-29,DBX Outer Tray                ,Point_A,5.67      
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Foil/Foil Pouch               ,Point_A,          
2024-04-29,Tyvek Pouches                 ,Point_A,          
2024-04-29,Tyvek Pouches                 ,Point_A,          
2024-04-29,Tyvek Pouches                 ,Point_A,          
2024-04-29,Lyo Jar Tray                  ,Point_A,5.39      
2024-04-29,Lyo Jar Tray                  ,Point_A,5.66      
2024-04-29,Lyo Jar Tray                  ,Point_A,5.66      
2024-04-30,Dual Outer Tray               ,Point_A,6.22      
2024-04-30,Dual Outer Tray               ,Point_A,4.14      
2024-04-30,Dual Outer Tray               ,Point_A,6.20      
2024-04-30,Lyo Jar Tray                  ,Point_A,6.25      
2024-04-30,Lyo Jar Tray                  ,Point_A,6.54      
2024-04-30,Lyo Jar Tray                  ,Point_A,6.38      
2024-04-30,Dual Outer Tray               ,Point_A,5.58      
2024-04-30,Dual Outer Tray               ,Point_A,5.89      
2024-04-30,Dual Outer Tray               ,Point_A,5.58      
2024-04-30,Lyo Jar Tray                  ,Point_A,5.91      
2024-04-30,Lyo Jar Tray                  ,Point_A,6.02      
2024-04-30,Lyo Jar Tray                  ,Point_A,5.45      
2024-04-30,Foil/Foil Pouch               ,Point_A,          
2024-04-30,Foil/Foil Pouch               ,Point_A,          
2024-04-30,Foil/Foil Pouch               ,Point_A,          
2024-04-30,"5"" Outer Tray                 ",Point_A,3.07      
2024-04-30,"5"" Outer Tray                 ",Point_A,2.98      
2024-04-30,"5"" Outer Tray                 ",Point_A,2.74      
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Dual Inner Tray               ,Point_A,1.39      
2024-04-29,Dual Inner Tray               ,Point_A,1.50      
2024-04-29,Dual Inner Tray               ,Point_A,1.40      
2024-04-29,Dual Inner Tray               ,Point_A,1.49      
2024-04-29,Dual Inner Tray               ,Point_A,1.47      
2024-04-29,Dual Inner Tray               ,Point_A,1.39      
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Polyester Barrier Pouch       ,Point_A,          
2024-04-29,Inner Q-pack COP Tray         ,Point_A,5.96      
2024-04-29,Inner Q-pack COP Tray         ,Point_A,5.65      
2024-04-29,Inner Q-pack COP Tray         ,Point_A,4.95      
2024-04-29,Outer Q-pack Tray             ,Point_A,1.50      
2024-04-29,Outer Q-pack Tray             ,Point_A,1.56      
2024-04-29,Outer Q-pack Tray             ,Point_A,1.76      
2024-04-29,"5"" Inner Tray                 ",Point_A,1.49      
2024-04-29,"5"" Inner Tray                 ",Point_A,1.43      
2024-04-29,"5"" Inner Tray                 ",Point_A,1.80      
2024-05-06,DBX Inner Tray                ,Point_A,6.70      
2024-05-06,DBX Inner Tray                ,Point_A,6.86      
2024-05-06,DBX Inner Tray                ,Point_A,6.50      
2024-05-06,DBX Outer Tray                ,Point_A,5.83      
2024-05-06,DBX Outer Tray                ,Point_A,5.61      
2024-05-06,DBX Outer Tray                ,Point_A,5.69      
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Tyvek Pouches                 ,Point_A,          
2024-05-06,Tyvek Pouches                 ,Point_A,          
2024-05-06,Tyvek Pouches                 ,Point_A,          
2024-05-06,Lyo Jar Tray                  ,Point_A,4.83      
2024-05-06,Lyo Jar Tray                  ,Point_A,4.45      
2024-05-06,Lyo Jar Tray                  ,Point_A,5.21      
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-07,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-05,Tyvek Pouches                 ,Point_A,          
2024-05-06,Dual Outer Tray               ,Point_A,5.23      
2024-05-06,Dual Outer Tray               ,Point_A,5.12      
2024-05-06,Dual Outer Tray               ,Point_A,4.64      
2024-05-06,Lyo Jar Tray                  ,Point_A,5.45      
2024-05-06,Lyo Jar Tray                  ,Point_A,6.22      
2024-05-06,Lyo Jar Tray                  ,Point_A,5.48      
2024-05-06,Dual Outer Tray               ,Point_A,4.92      
2024-05-06,Dual Outer Tray               ,Point_A,3.11      
2024-05-06,Dual Outer Tray               ,Point_A,5.26      
2024-05-06,Lyo Jar Tray                  ,Point_A,6.07      
2024-05-06,Lyo Jar Tray                  ,Point_A,5.93      
2024-05-06,Lyo Jar Tray                  ,Point_A,6.04      
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,Foil/Foil Pouch               ,Point_A,          
2024-05-06,"5"" Outer Tray                 ",Point_A,2.66      
2024-05-06,"5"" Outer Tray                 ",Point_A,2.38      
2024-05-06,"5"" Outer Tray                 ",Point_A,2.15      
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Dual Inner Tray               ,Point_A,1.53      
2024-05-06,Dual Inner Tray               ,Point_A,1.56      
2024-05-06,Dual Inner Tray               ,Point_A,1.52      
2024-05-06,Dual Inner Tray               ,Point_A,1.34      
2024-05-06,Dual Inner Tray               ,Point_A,1.52      
2024-05-06,Dual Inner Tray               ,Point_A,1.54      
2024-05-06,"5"" Inner Tray                 ",Point_A,1.76      
2024-05-06,"5"" Inner Tray                 ",Point_A,1.58      
2024-05-06,"5"" Inner Tray                 ",Point_A,1.62      
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Polyester Barrier Pouch       ,Point_A,          
2024-05-06,Inner Q-pack COP Tray         ,Point_A,6.20      
2024-05-06,Inner Q-pack COP Tray         ,Point_A,5.63      
2024-05-06,Inner Q-pack COP Tray         ,Point_A,6.12      
2024-05-06,Outer Q-pack Tray             ,Point_A,1.63      
2024-05-06,Outer Q-pack Tray             ,Point_A,1.39      
2024-05-06,Outer Q-pack Tray             ,Point_A,1.49      
2024-05-08,Tyvek Pouches                 ,Point_A,          
2024-05-08,Tyvek Pouches                 ,Point_A,          
2024-05-08,Tyvek Pouches                 ,Point_A,          
2024-05-08,Trinity Tray                  ,Point_A,1.91      
2024-05-08,Trinity Tray                  ,Point_A,1.63      
2024-05-08,Trinity Tray                  ,Point_A,1.58      
2024-05-08,Trinity Tray                  ,Point_A,1.61      
2024-05-08,Trinity Tray                  ,Point_A,1.75      
2024-05-08,Trinity Tray                  ,Point_A,1.57      
2024-05-08,Polyester Barrier Pouch       ,Point_A,          
2024-05-08,Polyester Barrier Pouch       ,Point_A,          
2024-05-08,Polyester Barrier Pouch       ,Point_A,          
2024-05-08,Trinity Tray                  ,Point_A,1.95      
2024-05-08,Trinity Tray                  ,Point_A,1.68      
2024-05-08,Trinity Tray                  ,Point_A,1.89      
2024-05-08,Trinity Tray                  ,Point_A,3.38      
2024-05-08,Trinity Tray                  ,Point_A,1.80      
2024-05-08,Trinity Tray                  ,Point_A,2.08      
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Inner Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-05-08,MOPS Outer Pouch              ,Point_A,          
2024-04-12,Polyester Barrier Pouch       ,Point_A,16.47     
2024-04-12,Polyester Barrier Pouch       ,Point_A,0.69      
2024-04-12,Polyester Barrier Pouch       ,Point_A,0.10      
2024-04-12,Polyester Barrier Pouch       ,Point_A,1.26      
2024-04-12,Polyester Barrier Pouch       ,Point_A,4.56      
2024-04-12,Polyester Barrier Pouch       ,Point_A,5.08      
2024-04-12,Polyester Barrier Pouch       ,Point_A,3.29      
2024-04-12,Polyester Barrier Pouch       ,Point_A,6.08      
2024-04-12,Polyester Barrier Pouch       ,Point_A,16.28     
2024-04-12,Polyester Barrier Pouch       ,Point_A,15.01     
2024-04-12,Polyester Barrier Pouch       ,Point_A,16.48     
2024-04-12,Polyester Barrier Pouch       ,Point_A,16.88     
2024-04-12,Polyester Barrier Pouch       ,Point_A,16.25     
2024-04-12,Polyester Barrier Pouch       ,Point_A,15.39     
2024-04-12,Polyester Barrier Pouch       ,Point_A,15.35     
2024-04-12,Polyester Barrier Pouch       ,Point_A,1.35      
2024-05-02,Tyvek Pouches                 ,Point_A,4.38      
2024-05-02,Tyvek Pouches                 ,Point_A,1.80      
2024-05-02,Tyvek Pouches                 ,Point_A,1.67      
2024-05-02,Tyvek Pouches                 ,Point_A,1.54      
2024-05-02,Tyvek Pouches                 ,Point_A,1.39      
2024-05-02,Tyvek Pouches                 ,Point_A,1.41      
2024-05-02,Tyvek Pouches                 ,Point_A,1.54      
2024-05-02,Tyvek Pouches                 ,Point_A,1.89      
2024-05-02,Tyvek Pouches                 ,Point_A,5.02      
2024-05-02,Tyvek Pouches                 ,Point_A,7.46      
2024-05-02,Tyvek Pouches                 ,Point_A,6.52      
2024-05-02,Tyvek Pouches                 ,Point_A,5.85      
2024-05-02,Tyvek Pouches                 ,Point_A,6.85      
2024-05-02,Tyvek Pouches                 ,Point_A,6.61      
2024-05-02,Tyvek Pouches                 ,Point_A,6.81      
2024-05-02,Tyvek Pouches                 ,Point_A,1.67      
2024-05-02,Pouch                         ,Point_A,5.14      
2024-05-02,Pouch                         ,Point_A,0.01      
2024-05-02,Pouch                         ,Point_A,0.01      
2024-05-02,Pouch                         ,Point_A,0.01      
2024-05-02,Pouch                         ,Point_A,0.01      
2024-05-02,Pouch                         ,Point_A,0.00      
2024-05-02,Pouch                         ,Point_A,0.00      
2024-05-02,Pouch                         ,Point_A,0.00      
2024-05-02,Pouch                         ,Point_A,6.06      
2024-05-02,Pouch                         ,Point_A,5.27      
2024-05-02,Pouch                         ,Point_A,5.41      
2024-05-02,Pouch                         ,Point_A,5.90      
2024-05-02,Pouch                         ,Point_A,6.15      
2024-05-02,Pouch                         ,Point_A,5.32      
2024-05-02,Pouch                         ,Point_A,6.11      
2024-05-02,Pouch                         ,Point_A,0.00      
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-12,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-13,DBX Inner Tray                ,Point_A,4.69      
2024-05-13,DBX Inner Tray                ,Point_A,4.69      
2024-05-13,DBX Inner Tray                ,Point_A,6.07      
2024-05-13,DBX Inner Tray                ,Point_A,6.20      
2024-05-13,DBX Outer Tray                ,Point_A,5.90      
2024-05-13,DBX Outer Tray                ,Point_A,5.27      
2024-05-13,DBX Outer Tray                ,Point_A,5.40      
2024-05-13,DBX Outer Tray                ,Point_A,5.40      
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Tyvek Pouches                 ,Point_A,          
2024-05-13,Lyo Jar Tray                  ,Point_A,5.76      
2024-05-13,Lyo Jar Tray                  ,Point_A,4.51      
2024-05-13,Lyo Jar Tray                  ,Point_A,3.27      
2024-05-13,Dual Outer Tray               ,Point_A,5.63      
2024-05-13,Dual Outer Tray               ,Point_A,5.75      
2024-05-13,Dual Outer Tray               ,Point_A,2.24      
2024-05-13,Lyo Jar Tray                  ,Point_A,5.91      
2024-05-13,Lyo Jar Tray                  ,Point_A,3.32      
2024-05-13,Lyo Jar Tray                  ,Point_A,4.40      
2024-05-13,Dual Outer Tray               ,Point_A,5.56      
2024-05-13,Dual Outer Tray               ,Point_A,5.20      
2024-05-13,Dual Outer Tray               ,Point_A,5.55      
2024-05-13,Lyo Jar Tray                  ,Point_A,5.45      
2024-05-13,Lyo Jar Tray                  ,Point_A,4.13      
2024-05-13,Lyo Jar Tray                  ,Point_A,5.83      
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,Foil/Foil Pouch               ,Point_A,          
2024-05-13,"5"" Outer Tray                 ",Point_A,2.74      
2024-05-13,"5"" Outer Tray                 ",Point_A,3.23      
2024-05-13,"5"" Outer Tray                 ",Point_A,2.87      
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Dual Inner Tray               ,Point_A,1.45      
2024-05-13,Dual Inner Tray               ,Point_A,1.43      
2024-05-13,Dual Inner Tray               ,Point_A,1.41      
2024-05-13,Dual Inner Tray               ,Point_A,1.52      
2024-05-13,Dual Inner Tray               ,Point_A,1.66      
2024-05-13,Dual Inner Tray               ,Point_A,1.45      
2024-05-13,"5"" Inner Tray                 ",Point_A,1.72      
2024-05-13,"5"" Inner Tray                 ",Point_A,1.70      
2024-05-13,"5"" Inner Tray                 ",Point_A,1.71      
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Polyester Barrier Pouch       ,Point_A,          
2024-05-13,Inner Q-pack COP Tray         ,Point_A,5.54      
2024-05-13,Inner Q-pack COP Tray         ,Point_A,5.71      
2024-05-13,Inner Q-pack COP Tray         ,Point_A,5.52      
2024-05-13,Outer Q-pack Tray             ,Point_A,1.50      
2024-05-13,Outer Q-pack Tray             ,Point_A,1.54      
2024-05-13,Outer Q-pack Tray             ,Point_A,1.40      
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Tyvek Pouches                 ,Point_A,          
2024-05-14,Trinity Tray                  ,Point_A,1.57      
2024-05-14,Trinity Tray                  ,Point_A,1.76      
2024-05-14,Trinity Tray                  ,Point_A,1.66      
2024-05-14,Trinity Tray                  ,Point_A,1.19      
2024-05-14,Trinity Tray                  ,Point_A,1.53      
2024-05-14,Trinity Tray                  ,Point_A,1.89      
2024-05-14,Polyester Barrier Pouch       ,Point_A,          
2024-05-14,Polyester Barrier Pouch       ,Point_A,          
2024-05-14,Polyester Barrier Pouch       ,Point_A,          
2024-05-14,Trinity Tray                  ,Point_A,2.07      
2024-05-14,Trinity Tray                  ,Point_A,1.72      
2024-05-14,Trinity Tray                  ,Point_A,1.75      
2024-05-14,Trinity Tray                  ,Point_A,1.75      
2024-05-14,Trinity Tray                  ,Point_A,1.84      
2024-05-14,Trinity Tray                  ,Point_A,1.76      
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Inner Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-14,MOPS Outer Pouch              ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
2024-05-19,Tyvek Pouches                 ,Point_A,          
